#Created by HistoryFileGenerator at Fri May 19 18:36:58 MSK 2017
#Parameters: O=../PLok/hs/h1.csv, N=1019, Q=20000, R=20, W=5
@1019
!HOT_RANGES/RECENT_TRACKING/1-20, 70-90/5
97880,712,916,97875,97880
97900,438,569,97896,97900
97920,712,916,97915,97920
97940,10,203,97936,97940
97960,631,863,97955,97960
97980,712,916,97976,97980
98000,555,835,97996,98000
98020,10,203,98016,98020
98040,575,710,98036,98040
98060,10,203,98055,98060
98080,920,967,98075,98080
98100,10,203,98095,98100
98120,712,916,98115,98120
98140,10,203,98136,98140
98160,712,916,98156,98160
98180,712,916,98175,98180
98200,693,903,98196,98200
98220,712,916,98216,98220
98240,355,957,98235,98240
98260,41,864,98256,98260
98280,10,203,98276,98280
98300,10,203,98296,98300
98320,10,203,98316,98320
98340,712,916,98336,98340
98360,10,203,98355,98360
98380,712,916,98375,98380
98400,741,902,98395,98400
98420,10,203,98415,98420
98440,712,916,98436,98440
98460,10,203,98456,98460
98480,712,916,98476,98480
98500,277,612,98496,98500
98520,712,916,98516,98520
98540,712,916,98535,98540
98560,10,203,98556,98560
98580,10,203,98575,98580
98600,596,631,98595,98600
98620,206,723,98616,98620
98640,712,916,98636,98640
98660,712,916,98655,98660
98680,712,916,98675,98680
98700,889,1014,98696,98700
98720,712,916,98715,98720
98740,712,916,98736,98740
98760,231,346,98755,98760
98780,712,916,98776,98780
98800,10,203,98795,98800
98820,10,203,98815,98820
98840,712,916,98836,98840
98860,712,916,98856,98860
98880,10,203,98876,98880
98900,10,203,98895,98900
98920,712,916,98916,98920
98940,10,203,98936,98940
98960,10,203,98955,98960
98980,10,203,98975,98980
99000,10,203,98996,99000
99020,10,203,99016,99020
99040,712,916,99035,99040
99060,712,916,99056,99060
99080,772,888,99076,99080
99100,712,916,99096,99100
99120,10,203,99115,99120
99140,712,916,99136,99140
99160,79,501,99156,99160
99180,369,700,99175,99180
99200,10,203,99196,99200
99220,10,203,99215,99220
99240,10,203,99235,99240
99260,10,203,99255,99260
99280,10,203,99276,99280
99300,712,916,99295,99300
99320,294,312,99316,99320
99340,712,916,99336,99340
99360,10,203,99355,99360
99380,712,916,99376,99380
99400,10,203,99395,99400
99420,712,916,99415,99420
99440,712,916,99436,99440
99460,547,634,99455,99460
99480,712,916,99475,99480
99500,712,916,99496,99500
99520,712,916,99515,99520
99540,712,916,99535,99540
99560,543,580,99555,99560
99580,586,722,99576,99580
99600,10,203,99596,99600
99620,10,203,99616,99620
99640,712,916,99636,99640
99660,10,203,99656,99660
99680,712,916,99675,99680
99700,10,203,99696,99700
99720,712,916,99716,99720
99740,712,916,99735,99740
99760,712,916,99755,99760
99780,712,916,99776,99780
99800,10,203,99796,99800
99820,10,203,99816,99820
99840,95,616,99836,99840
99860,10,203,99855,99860
99880,712,916,99876,99880
99900,712,916,99896,99900
99920,712,916,99915,99920
99940,968,999,99935,99940
99960,10,203,99955,99960
99980,712,916,99976,99980
100000,712,916,99996,100000
100020,10,203,100016,100020
100040,10,203,100035,100040
100060,712,916,100056,100060
100080,36,558,100076,100080
100100,10,203,100096,100100
100120,712,916,100115,100120
100140,712,916,100135,100140
100160,10,203,100155,100160
100180,10,203,100176,100180
100200,728,735,100196,100200
100220,712,916,100216,100220
100240,10,203,100236,100240
100260,10,203,100256,100260
100280,712,916,100276,100280
100300,712,916,100295,100300
100320,712,916,100316,100320
100340,10,203,100336,100340
100360,10,203,100355,100360
100380,10,203,100375,100380
100400,10,203,100396,100400
100420,712,916,100416,100420
100440,10,203,100435,100440
100460,712,916,100456,100460
100480,740,1000,100475,100480
100500,712,916,100495,100500
100520,712,916,100515,100520
100540,363,398,100535,100540
100560,712,916,100555,100560
100580,712,916,100576,100580
100600,10,203,100595,100600
100620,712,916,100616,100620
100640,10,203,100636,100640
100660,712,916,100656,100660
100680,712,916,100676,100680
100700,10,203,100695,100700
100720,586,768,100716,100720
100740,712,916,100735,100740
100760,10,203,100756,100760
100780,712,916,100775,100780
100800,712,916,100795,100800
100820,712,916,100815,100820
100840,712,916,100835,100840
100860,10,203,100855,100860
100880,712,916,100875,100880
100900,10,203,100896,100900
100920,712,916,100915,100920
100940,712,916,100936,100940
100960,10,203,100956,100960
100980,10,203,100976,100980
101000,712,916,100995,101000
101020,582,881,101015,101020
101040,712,916,101035,101040
101060,550,967,101056,101060
101080,10,203,101076,101080
101100,10,203,101096,101100
101120,10,203,101115,101120
101140,712,916,101135,101140
101160,15,361,101156,101160
101180,662,703,101175,101180
101200,121,687,101196,101200
101220,326,470,101216,101220
101240,712,916,101236,101240
101260,635,733,101256,101260
101280,712,916,101275,101280
101300,10,203,101295,101300
101320,712,916,101316,101320
101340,712,916,101335,101340
101360,712,916,101356,101360
101380,712,916,101375,101380
101400,10,203,101396,101400
101420,10,203,101415,101420
101440,10,203,101435,101440
101460,712,916,101455,101460
101480,10,203,101476,101480
101500,10,203,101495,101500
101520,10,203,101516,101520
101540,10,203,101535,101540
101560,10,203,101555,101560
101580,712,916,101576,101580
101600,10,203,101595,101600
101620,10,203,101615,101620
101640,712,916,101635,101640
101660,10,203,101655,101660
101680,712,916,101675,101680
101700,712,916,101696,101700
101720,712,916,101716,101720
101740,294,560,101736,101740
101760,712,916,101756,101760
101780,10,203,101776,101780
101800,360,726,101796,101800
101820,126,423,101816,101820
101840,712,916,101836,101840
101860,712,916,101856,101860
101880,10,203,101876,101880
101900,865,879,101896,101900
101920,680,915,101915,101920
101940,712,916,101935,101940
101960,413,900,101956,101960
101980,438,693,101975,101980
102000,712,916,101996,102000
102020,10,203,102015,102020
102040,712,916,102035,102040
102060,10,203,102055,102060
102080,1004,1006,102075,102080
102100,986,1017,102096,102100
102120,712,916,102116,102120
102140,955,984,102136,102140
102160,10,203,102155,102160
102180,10,203,102176,102180
102200,546,747,102195,102200
102220,10,203,102215,102220
102240,712,916,102235,102240
102260,712,916,102256,102260
102280,712,916,102276,102280
102300,712,916,102295,102300
102320,712,916,102315,102320
102340,545,843,102335,102340
102360,10,203,102355,102360
102380,712,916,102376,102380
102400,10,203,102395,102400
102420,301,731,102416,102420
102440,10,203,102435,102440
102460,10,203,102456,102460
102480,712,916,102475,102480
102500,712,916,102496,102500
102520,10,203,102515,102520
102540,712,916,102535,102540
102560,216,827,102555,102560
102580,712,916,102576,102580
102600,62,231,102596,102600
102620,10,203,102616,102620
102640,10,203,102635,102640
102660,551,843,102655,102660
102680,885,937,102676,102680
102700,712,916,102695,102700
102720,10,203,102716,102720
102740,712,916,102735,102740
102760,712,916,102755,102760
102780,10,203,102776,102780
102800,10,203,102796,102800
102820,712,916,102816,102820
102840,712,916,102836,102840
102860,970,992,102855,102860
102880,712,916,102875,102880
102900,10,203,102895,102900
102920,10,203,102916,102920
102940,707,957,102936,102940
102960,10,203,102955,102960
102980,712,916,102975,102980
103000,712,916,102995,103000
103020,10,203,103015,103020
103040,10,203,103036,103040
103060,10,203,103055,103060
103080,712,916,103075,103080
103100,712,916,103096,103100
103120,712,916,103115,103120
103140,10,203,103136,103140
103160,10,203,103156,103160
103180,712,916,103176,103180
103200,712,916,103196,103200
103220,10,203,103215,103220
103240,10,203,103236,103240
103260,712,916,103256,103260
103280,10,203,103275,103280
103300,111,449,103296,103300
103320,712,916,103316,103320
103340,10,203,103335,103340
103360,10,203,103356,103360
103380,10,203,103375,103380
103400,580,847,103396,103400
103420,567,744,103415,103420
103440,712,916,103435,103440
103460,10,203,103455,103460
103480,712,916,103475,103480
103500,1003,1005,103496,103500
103520,712,916,103516,103520
103540,712,916,103535,103540
103560,712,916,103555,103560
103580,10,203,103575,103580
103600,10,203,103596,103600
103620,10,203,103615,103620
103640,712,916,103635,103640
103660,712,916,103655,103660
103680,32,859,103676,103680
103700,398,991,103695,103700
103720,208,514,103716,103720
103740,1012,1017,103736,103740
103760,610,967,103756,103760
103780,712,916,103775,103780
103800,10,203,103796,103800
103820,712,916,103816,103820
103840,712,916,103835,103840
103860,10,203,103855,103860
103880,712,916,103876,103880
103900,712,916,103895,103900
103920,10,203,103916,103920
103940,10,203,103935,103940
103960,712,916,103956,103960
103980,712,916,103975,103980
104000,10,203,103995,104000
104020,10,203,104016,104020
104040,10,203,104035,104040
104060,784,982,104055,104060
104080,519,695,104075,104080
104100,712,916,104096,104100
104120,712,916,104115,104120
104140,712,916,104135,104140
104160,231,378,104156,104160
104180,10,203,104175,104180
104200,10,203,104195,104200
104220,712,916,104216,104220
104240,10,203,104235,104240
104260,712,916,104256,104260
104280,10,203,104275,104280
104300,712,916,104295,104300
104320,712,916,104316,104320
104340,712,916,104336,104340
104360,712,916,104356,104360
104380,34,833,104375,104380
104400,10,203,104395,104400
104420,712,916,104416,104420
104440,712,916,104435,104440
104460,10,203,104456,104460
104480,10,203,104476,104480
104500,712,916,104496,104500
104520,712,916,104515,104520
104540,712,916,104536,104540
104560,10,203,104556,104560
104580,712,916,104575,104580
104600,10,203,104596,104600
104620,712,916,104615,104620
104640,10,203,104636,104640
104660,703,960,104656,104660
104680,953,1004,104675,104680
104700,247,346,104696,104700
104720,10,203,104716,104720
104740,10,203,104736,104740
104760,10,203,104755,104760
104780,712,916,104776,104780
104800,494,532,104795,104800
104820,712,916,104815,104820
104840,712,916,104835,104840
104860,10,203,104856,104860
104880,712,916,104875,104880
104900,712,916,104896,104900
104920,712,916,104915,104920
104940,457,643,104936,104940
104960,712,916,104956,104960
104980,712,916,104975,104980
105000,712,916,104996,105000
105020,712,916,105015,105020
105040,712,916,105035,105040
105060,186,972,105055,105060
105080,10,203,105076,105080
105100,712,916,105096,105100
105120,10,203,105115,105120
105140,712,916,105136,105140
105160,712,916,105156,105160
105180,773,886,105175,105180
105200,10,203,105196,105200
105220,10,203,105216,105220
105240,10,203,105236,105240
105260,712,916,105255,105260
105280,10,203,105275,105280
105300,712,916,105296,105300
105320,10,203,105316,105320
105340,712,916,105336,105340
105360,712,916,105356,105360
105380,489,509,105376,105380
105400,10,203,105396,105400
105420,588,679,105416,105420
105440,10,203,105435,105440
105460,10,203,105455,105460
105480,10,203,105475,105480
105500,247,738,105495,105500
105520,10,203,105516,105520
105540,325,570,105536,105540
105560,712,916,105556,105560
105580,10,203,105576,105580
105600,10,203,105595,105600
105620,712,916,105615,105620
105640,10,203,105635,105640
105660,712,916,105656,105660
105680,10,203,105675,105680
105700,801,1010,105695,105700
105720,712,916,105715,105720
105740,10,203,105736,105740
105760,712,916,105755,105760
105780,712,916,105775,105780
105800,290,817,105795,105800
105820,10,203,105815,105820
105840,10,203,105836,105840
105860,712,916,105855,105860
105880,712,916,105876,105880
105900,608,858,105896,105900
105920,712,916,105915,105920
105940,10,203,105935,105940
105960,10,203,105955,105960
105980,204,894,105976,105980
106000,712,916,105996,106000
106020,10,203,106015,106020
106040,10,203,106036,106040
106060,10,203,106055,106060
106080,777,884,106076,106080
106100,411,688,106095,106100
106120,10,203,106115,106120
106140,10,203,106135,106140
106160,10,203,106155,106160
106180,10,203,106176,106180
106200,712,916,106195,106200
106220,712,916,106215,106220
106240,10,203,106236,106240
106260,10,203,106255,106260
106280,10,203,106275,106280
106300,125,380,106296,106300
106320,712,916,106316,106320
106340,10,203,106336,106340
106360,539,701,106355,106360
106380,712,916,106376,106380
106400,712,916,106396,106400
106420,712,916,106416,106420
106440,787,982,106436,106440
106460,757,766,106455,106460
106480,10,203,106476,106480
106500,10,203,106495,106500
106520,10,203,106516,106520
106540,716,969,106536,106540
106560,712,916,106555,106560
106580,10,203,106576,106580
106600,809,861,106596,106600
106620,10,203,106616,106620
106640,712,916,106635,106640
106660,10,203,106655,106660
106680,712,916,106676,106680
106700,485,590,106696,106700
106720,10,203,106716,106720
106740,10,203,106736,106740
106760,423,855,106756,106760
106780,10,203,106775,106780
106800,712,916,106795,106800
106820,712,916,106815,106820
106840,10,203,106836,106840
106860,10,203,106855,106860
106880,10,203,106876,106880
106900,712,916,106895,106900
106920,10,203,106916,106920
106940,10,203,106936,106940
106960,10,203,106956,106960
106980,10,203,106975,106980
107000,712,916,106995,107000
107020,712,916,107016,107020
107040,111,224,107035,107040
107060,10,203,107056,107060
107080,10,203,107076,107080
107100,10,203,107096,107100
107120,10,203,107115,107120
107140,712,916,107136,107140
107160,985,986,107156,107160
107180,628,822,107176,107180
107200,10,203,107196,107200
107220,712,916,107215,107220
107240,712,916,107235,107240
107260,10,203,107256,107260
107280,712,916,107275,107280
107300,10,203,107296,107300
107320,712,916,107316,107320
107340,712,916,107335,107340
107360,712,916,107355,107360
107380,712,916,107375,107380
107400,10,203,107395,107400
107420,712,916,107415,107420
107440,10,203,107435,107440
107460,10,203,107456,107460
107480,10,203,107475,107480
107500,712,916,107495,107500
107520,712,916,107515,107520
107540,712,916,107536,107540
107560,712,916,107556,107560
107580,9,977,107576,107580
107600,10,203,107596,107600
107620,712,916,107616,107620
107640,555,923,107635,107640
107660,10,203,107655,107660
107680,10,203,107676,107680
107700,10,203,107696,107700
107720,10,203,107715,107720
107740,10,203,107736,107740
107760,712,916,107756,107760
107780,10,203,107775,107780
107800,10,203,107796,107800
107820,10,203,107815,107820
107840,10,203,107835,107840
107860,10,203,107855,107860
107880,299,758,107875,107880
107900,10,203,107896,107900
107920,10,203,107915,107920
107940,10,203,107935,107940
107960,10,203,107955,107960
107980,10,203,107976,107980
108000,10,203,107996,108000
108020,10,203,108015,108020
108040,478,933,108036,108040
108060,10,203,108056,108060
108080,712,916,108076,108080
108100,10,203,108096,108100
108120,712,916,108115,108120
108140,10,203,108136,108140
108160,955,1013,108156,108160
108180,712,916,108175,108180
108200,10,203,108196,108200
108220,712,916,108216,108220
108240,712,916,108235,108240
108260,936,980,108255,108260
108280,10,203,108276,108280
108300,10,203,108295,108300
108320,10,203,108316,108320
108340,10,203,108335,108340
108360,786,788,108356,108360
108380,10,203,108375,108380
108400,712,916,108395,108400
108420,712,916,108415,108420
108440,712,916,108436,108440
108460,712,916,108456,108460
108480,10,203,108476,108480
108500,10,203,108496,108500
108520,712,916,108516,108520
108540,712,916,108536,108540
108560,10,203,108555,108560
108580,344,500,108575,108580
108600,170,332,108596,108600
108620,712,916,108615,108620
108640,535,990,108636,108640
108660,10,203,108656,108660
108680,930,993,108675,108680
108700,10,203,108695,108700
108720,712,916,108715,108720
108740,712,916,108735,108740
108760,712,916,108755,108760
108780,712,916,108775,108780
108800,10,203,108795,108800
108820,10,203,108816,108820
108840,10,203,108836,108840
108860,712,916,108855,108860
108880,392,767,108875,108880
108900,712,916,108896,108900
108920,10,203,108916,108920
108940,712,916,108935,108940
108960,712,916,108956,108960
108980,10,203,108976,108980
109000,712,916,108995,109000
109020,10,203,109016,109020
109040,10,203,109035,109040
109060,10,203,109056,109060
109080,10,203,109075,109080
109100,10,203,109095,109100
109120,10,203,109115,109120
109140,712,916,109136,109140
109160,712,916,109155,109160
109180,712,916,109176,109180
109200,712,916,109196,109200
109220,712,916,109216,109220
109240,712,916,109236,109240
109260,712,916,109256,109260
109280,10,203,109275,109280
109300,712,916,109296,109300
109320,10,203,109315,109320
109340,712,916,109335,109340
109360,933,999,109355,109360
109380,712,916,109376,109380
109400,10,203,109396,109400
109420,880,900,109416,109420
109440,10,203,109435,109440
109460,712,916,109456,109460
109480,712,916,109476,109480
109500,10,203,109495,109500
109520,712,916,109515,109520
109540,712,916,109536,109540
109560,712,916,109556,109560
109580,559,876,109576,109580
109600,712,916,109596,109600
109620,712,916,109616,109620
109640,10,203,109635,109640
109660,712,916,109655,109660
109680,712,916,109676,109680
109700,712,916,109696,109700
109720,712,916,109715,109720
109740,712,916,109736,109740
109760,712,916,109756,109760
109780,712,916,109775,109780
109800,587,704,109796,109800
109820,47,369,109816,109820
109840,712,916,109836,109840
109860,10,203,109855,109860
109880,10,203,109876,109880
109900,10,203,109895,109900
109920,10,203,109915,109920
109940,712,916,109936,109940
109960,712,916,109956,109960
109980,712,916,109975,109980
110000,10,203,109996,110000
110020,712,916,110016,110020
110040,712,916,110036,110040
110060,712,916,110056,110060
110080,712,916,110076,110080
110100,10,203,110095,110100
110120,10,203,110115,110120
110140,712,916,110136,110140
110160,712,916,110155,110160
110180,93,423,110175,110180
110200,10,203,110196,110200
110220,27,737,110216,110220
110240,712,916,110236,110240
110260,712,916,110255,110260
110280,712,916,110276,110280
110300,10,203,110295,110300
110320,10,203,110316,110320
110340,777,904,110335,110340
110360,712,916,110355,110360
110380,712,916,110376,110380
110400,296,978,110396,110400
110420,10,203,110416,110420
110440,712,916,110436,110440
110460,712,916,110456,110460
110480,883,975,110475,110480
